latitude,longitude,floorSize,url,price
40.680455,-73.917966,"3,750",https://www.zillow.com/homedetails/193-Sumpter-St-Brooklyn-NY-11233/83043764_zpid/,"Est. $1,113,328"
40.713816,-73.978981,"1,100",https://www.zillow.com/homedetails/572-Grand-St-APT-G505-New-York-NY-10002/119912634_zpid/,"$925,000"
40.707659,-73.827313,750,https://www.zillow.com/homedetails/12416-84th-Rd-APT-2C-Kew-Gardens-NY-11415/109178685_zpid/,"$298,000"
40.818143,-73.818683,"2,400",https://www.zillow.com/homedetails/2850-Miles-Ave-Bronx-NY-10465/29849006_zpid/,"$735,000"
40.635735,-74.170527,"1,350",https://www.zillow.com/homedetails/200-Arlington-Pl-Staten-Island-NY-10303/32301283_zpid/,"$388,000"
40.771603,-73.949418,930,https://www.zillow.com/homedetails/510-E-80th-St-APT-3F-New-York-NY-10075/31545649_zpid/,"$899,000"
40.595049,-74.092111,"1,700",https://www.zillow.com/homedetails/134-Wilson-St-Staten-Island-NY-10304/32326259_zpid/,"$825,000"
40.686721,-73.778991,861,https://www.zillow.com/homedetails/11625-168th-St-Jamaica-NY-11434/32189355_zpid/,"Est. $430,615"
40.779008,-73.986053,"1,000",https://www.zillow.com/homedetails/315-W-70th-St-APT-17A-New-York-NY-10023/121149698_zpid/,"$895,000"
40.754429,-73.822902,"1,250",https://www.zillow.com/homedetails/4355-Kissena-Blvd-APT-6H-Flushing-NY-11355/245365198_zpid/,"$479,000"
40.754428,-73.822904,"1,250",https://www.zillow.com/homedetails/43-55-Kissena-Blvd-6H-Flushing-NY-11355/2079677182_zpid/,"$479,000"
40.743435,-74.002042,,https://www.zillow.com/homedetails/340-W-19th-St-APT-4-New-York-NY-10011/72538172_zpid/,"$875,000"
40.59445,-73.972477,"2,330",https://www.zillow.com/homedetails/25-Village-Ct-Brooklyn-NY-11223/30737736_zpid/,"$1,499,999"
40.526213,-74.167387,"1,154",https://www.zillow.com/homedetails/9-Oceanview-Ave-Staten-Island-NY-10312/32366597_zpid/,"$525,000"
40.765315,-73.767713,"1,200",https://www.zillow.com/homedetails/3917-215th-Pl-Bayside-NY-11361/219889724_zpid/,"$1,150,000"
40.611351,-73.90978,"1,224",https://www.zillow.com/homedetails/2414-E-63rd-St-Brooklyn-NY-11234/300075857_zpid/,"$689,000"
40.678152,-73.811465,"1,292",https://www.zillow.com/homedetails/11538-128th-St-Jamaica-NY-11420/32174008_zpid/,"Est. $585,459"
40.864619,-73.837652,"1,890",https://www.zillow.com/homedetails/2572-Tiemann-Ave-Bronx-NY-10469/29822622_zpid/,"Est. $574,973"
40.685365,-73.863929,"2,320",https://www.zillow.com/homedetails/7606-Rockaway-Blvd-Jamaica-NY-11421/32109021_zpid/,"$845,000"
40.680674,-73.794625,"1,120",https://www.zillow.com/homedetails/11645-146th-St-Jamaica-NY-11436/32182001_zpid/,"$550,000"
40.752324,-73.861732,"1,920",https://www.zillow.com/homedetails/10430-37th-Dr-Flushing-NY-11368/31971432_zpid/,"Est. $899,264"
40.786996,-73.831738,"1,730",https://www.zillow.com/homedetails/1321-137th-St-Flushing-NY-11356/32022380_zpid/,"Est. $872,415"
40.723325,-73.84497,750,https://www.zillow.com/homedetails/6960-108th-St-Forest-Hills-NY-11375/31979108_zpid/,"$355,999"
40.714278,-73.732862,"1,650",https://www.zillow.com/homedetails/22023-101st-Ave-Jamaica-NY-11429/32153023_zpid/,"Est. $665,324"
40.59923,-73.749232,,https://www.zillow.com/homedetails/1522-New-Haven-Ave-Far-Rockaway-NY-11691/2079718266_zpid/,"$125,000"
40.599172,-73.935668,800,https://www.zillow.com/homedetails/2171-Bragg-St-APT-5G-Brooklyn-NY-11229/2131313384_zpid/,"$230,000"
40.638929,-73.897135,816,https://www.zillow.com/homedetails/1356-E-96th-St-Brooklyn-NY-11236/30776221_zpid/,"Est. $510,345"
40.839508,-73.922781,"2,340",https://www.zillow.com/homedetails/1287-Shakespeare-Ave-Bronx-NY-10452/29778470_zpid/,"Est. $614,257"
40.682818,-73.760289,"2,200",https://www.zillow.com/homedetails/12208-Montauk-St-Jamaica-NY-11413/32195505_zpid/,"$799,999"
40.69393,-73.72886,"1,456",https://www.zillow.com/homedetails/115114-232nd-St-Cambria-Heights-NY-11411/2146991049_zpid/,"$700,000"
40.880906,-73.875779,850,https://www.zillow.com/homedetails/3555-Kings-College-Pl-APT-5B-Bronx-NY-10467/244461892_zpid/,"$234,000"
40.710857,-73.734703,"2,652",https://www.zillow.com/homedetails/10423-220th-St-Jamaica-NY-11429/32162493_zpid/,"$960,000"
